scientificName	earliestAge	latestAge	decimalLongitude	decimalLatitude
Liquidambar	38	33.9	-121.966667	47.25
Glyptostrobus	38	33.9	-121.966667	47.25
Equisetum	38	33.9	-121.966667	47.25
Alnus	38	33.9	-121.966667	47.25
Castanopsis	38	33.9	-121.966667	47.25
Salix	38	33.9	-121.966667	47.25
Acer	38	33.9	-121.966667	47.25
Cyathea	38	33.9	-121.966667	47.25
Viburnum	56	33.9	-121.966667	47.25
Carya	56	33.9	-121.966667	47.25
Cladrastis	56	33.9	-121.966667	47.25
Alnus	56	33.9	-121.966667	47.25
Dennstaedtia	56	33.9	-121.966667	47.25
Rhus	56	33.9	-121.966667	47.25
Pterocarya	56	33.9	-121.966667	47.25
Carya	56	33.9	-121.966667	47.25
Cladrastis	56	33.9	-121.966667	47.25
Glyptostrobus	56	33.9	-121.966667	47.25
Cyathea	56	33.9	-121.966667	47.25
Metasequoia	56	33.9	-121.966667	47.25
Viburnum	38	33.9	-121.966667	47.25
Pterocarya	38	33.9	-121.966667	47.25
Carya	38	33.9	-121.966667	47.25
Cladrastis	38	33.9	-121.966667	47.25
Liquidambar	38	33.9	-121.966667	47.25
Zelkova	38	33.9	-121.966667	47.25
Fraxinus	38	33.9	-121.966667	47.25
Dryopteris	38	33.9	-121.966667	47.25
Pterocarya	38	33.9	-121.966667	47.25
Cladrastis	38	33.9	-121.966667	47.25
Salix	38	33.9	-121.966667	47.25
Viburnum	38	33.9	-121.966667	47.25
Pterocarya	38	33.9	-121.966667	47.25
Cladrastis	38	33.9	-121.966667	47.25
Cocculus	38	33.9	-121.966667	47.25
Glyptostrobus	38	33.9	-121.966667	47.25
Equisetum	38	33.9	-121.966667	47.25
Equisetum	237	228	29.5	-29.5
Equisetum	237	228	29	-30.5
Equisetum	237	201.3	29.049999	-28.566668
Equisetum	237	201.3	29.5	-29.5
Equisetum	237	201.3	29.5	-29.5
Equisetum	237	201.3	29.5	-29.5
Equisetum	237	228	27.5	-29.5
Equisetum	237	201.3	29.5	-29.5
Equisetum	237	228	26.5	-31.1
Equisetum	237	201.3	27.5	-29.5
Equisetum	237	201.3	28	-31.5
Vitis	28.1	23.03	83	57
Decodon	28.1	23.03	83	57
Decodon	28.1	23.03	83	57
Nyssa	28.1	23.03	83	57
Nyssa	28.1	23.03	83	57
Aralia	28.1	23.03	83	57
Aralia	28.1	23.03	83	57
Cornus	28.1	23.03	83	57
Halesia	28.1	23.03	83	57
Azolla	28.1	23.03	81	59.049999
Taxodium	28.1	23.03	81	59.049999
Glyptostrobus	28.1	23.03	81	59.049999
Sequoia	28.1	23.03	81	59.049999
Pinus	28.1	23.03	81	59.049999
Sparganium	28.1	23.03	81	59.049999
Sparganium	28.1	23.03	81	59.049999
Sparganium	28.1	23.03	81	59.049999
Potamogeton	28.1	23.03	81	59.049999
Pistia	28.1	23.03	81	59.049999
Equisetum	237	201.3	26.466667	-31.483334
Equisetum	237	228	26.433332	-31.466667
Equisetum	237	228	27.916668	-31.5
Equisetum	237	228	28	-31.533333
Equisetum	237	228	26.833332	-31.466667
Equisetum	237	228	26.216667	-31.566668
Equisetum	237	228	28.516001	-30.683001
Equisetum	237	201.3	27	-31.5
Equisetum	237	201.3	26.799999	-31.049999
Carya	13.82	11.62	13.9	51.566666
Magnolia	13.82	11.62	13.9	51.566666
Castanopsis	13.82	11.62	13.9	51.566666
Salvinia	13.82	11.62	14.183333	51.433334
Salvinia	13.82	11.62	14.183333	51.433334
Glyptostrobus	13.82	11.62	14.183333	51.433334
Myrica	13.82	11.62	14.183333	51.433334
Carpinus	13.82	11.62	14.183333	51.433334
Sparganium	13.82	11.62	14.183333	51.433334
Hydrocharis	13.82	11.62	14.183333	51.433334
Hydrocharis	13.82	11.62	14.183333	51.433334
Alnus	13.82	11.62	14.183333	51.433334
Populus	13.82	11.62	14.183333	51.433334
Potamogeton	13.82	11.62	14.183333	51.433334
Vitis	13.82	11.62	14.183333	51.433334
Vitis	13.82	11.62	14.183333	51.433334
Fagus	13.82	11.62	14.183333	51.433334
Alisma	13.82	11.62	14.183333	51.433334
Rhamnus	13.82	11.62	14.183333	51.433334
Decodon	13.82	11.62	14.183333	51.433334
Halesia	13.82	11.62	14.183333	51.433334
Glyptostrobus	13.82	11.62	14.183333	51.433334
Potamogeton	13.82	11.62	14.183333	51.433334
Decodon	13.82	11.62	14.183333	51.433334
Sequoia	13.82	11.62	14.183333	51.433334
Magnolia	13.82	11.62	14.183333	51.433334
Carya	13.82	11.62	14.183333	51.433334
Pinus	13.82	11.62	14.183333	51.433334
Taxodium	13.82	11.62	14.183333	51.433334
Fagus	13.82	11.62	14.183333	51.433334
Azolla	13.82	11.62	14.183333	51.433334
Taxodium	13.82	11.62	14.183333	51.433334
Sparganium	13.82	11.62	14.183333	51.433334
Myrica	13.82	11.62	14.183333	51.433334
Paliurus	13.82	11.62	14.183333	51.433334
Nyssa	13.82	11.62	14.183333	51.433334
Fagus	13.82	11.62	14.183333	51.433334
Liquidambar	13.82	11.62	14.183333	51.433334
Crataegus	13.82	11.62	14.183333	51.433334
Glyptostrobus	13.82	11.62	14.183333	51.433334
Quercus	13.82	11.62	14.183333	51.433334
Magnolia	13.82	11.62	14.183333	51.433334
Vitis	13.82	11.62	14.183333	51.433334
Marsilea	13.82	11.62	14.183333	51.433334
Vitis	13.82	11.62	14.183333	51.433334
Sparganium	13.82	11.62	14.183333	51.433334
Lyonia	13.82	11.62	14.183333	51.433334
Halesia	13.82	11.62	14.183333	51.433334
Potamogeton	13.82	11.62	14.183333	51.433334
Carpinus	13.82	11.62	13.766667	51.733334
Carpinus	13.82	11.62	13.766667	51.733334
Taxodium	13.82	11.62	13.766667	51.733334
Pinus	13.82	11.62	13.766667	51.733334
Populus	13.82	11.62	13.766667	51.733334
Paliurus	13.82	11.62	13.766667	51.733334
Acer	13.82	11.62	13.766667	51.733334
Fagus	13.82	11.62	13.766667	51.733334
Fagus	13.82	11.62	13.766667	51.733334
Abies	13.82	11.62	13.766667	51.733334
Betula	13.82	11.62	13.766667	51.733334
Myrica	13.82	11.62	13.766667	51.733334
Tilia	13.82	11.62	13.766667	51.733334
Halesia	13.82	11.62	13.766667	51.733334
Pterocarya	13.82	11.62	13.766667	51.733334
Acer	13.82	11.62	13.766667	51.733334
Azolla	13.82	11.62	13.766667	51.733334
Nyssa	13.82	11.62	13.766667	51.733334
Ampelopsis	13.82	11.62	13.766667	51.733334
Vitis	13.82	11.62	13.766667	51.733334
Ostrya	13.82	11.62	13.766667	51.733334
Alnus	13.82	11.62	13.766667	51.733334
Sparganium	13.82	11.62	13.766667	51.733334
Glyptostrobus	13.82	11.62	13.766667	51.733334
Pinus	13.82	11.62	13.766667	51.733334
Ailanthus	13.82	11.62	13.766667	51.733334
Pinus	13.82	11.62	13.766667	51.733334
Magnolia	13.82	11.62	13.766667	51.733334
Liquidambar	13.82	11.62	13.766667	51.733334
Salvinia	13.82	11.62	13.766667	51.733334
Acer	13.82	11.62	13.766667	51.733334
Aralia	13.82	11.62	13.766667	51.733334
Prunus	13.82	11.62	13.766667	51.733334
Crataegus	13.82	11.62	13.766667	51.733334
Vitis	13.82	11.62	13.766667	51.733334
Magnolia	13.82	11.62	13.65	51.799999
Glyptostrobus	13.82	11.62	13.65	51.799999
Sequoia	13.82	11.62	13.65	51.799999
Pinus	13.82	11.62	13.75	51.549999
Sequoia	13.82	11.62	13.75	51.549999
Equisetum	237	201.3	26.5	-31.133333
Equisetum	237	201.3	26.266666	-31.566668
Equisetum	237	201.3	27.933332	-31.450001
Equisetum	237	201.3	26.950001	-30.6
Equisetum	237	201.3	27.933332	-31.5
Equisetum	237	228	28	-31.533333
Equisetum	237	201.3	27.1	-30.483334
Equisetum	237	228	26.950001	-30.683332
Equisetum	237	201.3	27	-31.5
Castanopsis	15.97	11.608	14	51.549999
Fagus	15.97	11.608	14.25	51.549999
Sequoia	15.97	11.608	14.25	51.549999
Salvinia	15.97	11.608	14.25	51.549999
Picea	13.82	11.62	14	51.583332
Alisma	13.82	11.62	14	51.583332
Salix	13.82	11.62	14	51.583332
Abies	13.82	11.62	14	51.583332
Acer	13.82	11.62	14	51.583332
Myrica	13.82	11.62	14	51.583332
Vitis	13.82	11.62	14	51.583332
Carpinus	13.82	11.62	14	51.583332
Carpinus	13.82	11.62	14	51.583332
Pinus	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Betula	13.82	11.62	14	51.583332
Alnus	13.82	11.62	14	51.583332
Carpinus	13.82	11.62	14	51.583332
Liquidambar	13.82	11.62	14	51.583332
Corylopsis	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Alisma	13.82	11.62	14	51.583332
Prunus	13.82	11.62	14	51.583332
Juglans	13.82	11.62	13.533333	51.450001
Betula	13.82	11.62	13.533333	51.450001
Alnus	13.82	11.62	13.533333	51.450001
Ulmus	13.82	11.62	13.533333	51.450001
Crataegus	13.82	11.62	13.533333	51.450001
Acer	13.82	11.62	13.533333	51.450001
Alnus	13.82	11.62	13.533333	51.450001
Aralia	13.82	11.62	13.533333	51.450001
Corylus	13.82	11.62	13.533333	51.450001
Populus	13.82	11.62	13.533333	51.450001
Carpinus	13.82	11.62	14	51.583332
Carpinus	13.82	11.62	14	51.583332
Vitis	13.82	11.62	14	51.583332
Vitis	13.82	11.62	14	51.583332
Populus	13.82	11.62	14	51.583332
Corylopsis	13.82	11.62	14	51.583332
Ostrya	13.82	11.62	14	51.583332
Fagus	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Ampelopsis	13.82	11.62	14	51.583332
Prunus	13.82	11.62	14	51.583332
Alisma	13.82	11.62	14	51.583332
Toddalia	13.82	11.62	14	51.583332
Sparganium	13.82	11.62	14	51.583332
Myrica	13.82	11.62	14	51.583332
Carpinus	13.82	11.62	14	51.583332
Equisetum	237	228	27.516666	-31.616667
Taxodium	13.82	11.62	14	51.583332
Quercus	13.82	11.62	14	51.583332
Potamogeton	13.82	11.62	14	51.583332
Pinus	13.82	11.62	14	51.583332
Equisetum	237	201.3	27.933332	-31.450001
Equisetum	237	201.3	26.549999	-31.066668
Juniperus	28.4	15.97	-112.163612	45.195278
Phragmites	28.4	15.97	-112.163612	45.195278
Populus	28.4	15.97	-112.163612	45.195278
Populus	28.4	15.97	-112.163612	45.195278
Populus	28.4	15.97	-112.163612	45.195278
Salix	28.4	15.97	-112.163612	45.195278
Salix	28.4	15.97	-112.163612	45.195278
Salix	28.4	15.97	-112.163612	45.195278
Salix	28.4	15.97	-112.163612	45.195278
Salix	28.4	15.97	-112.163612	45.195278
Myrica	28.4	15.97	-112.163612	45.195278
Myrica	28.4	15.97	-112.163612	45.195278
Myrica	28.4	15.97	-112.163612	45.195278
Alnus	28.4	15.97	-112.163612	45.195278
Castanea	28.4	15.97	-112.163612	45.195278
Celtis	28.4	15.97	-112.163612	45.195278
Ulmus	28.4	15.97	-112.163612	45.195278
Zelkova	28.4	15.97	-112.163612	45.195278
Zelkova	28.4	15.97	-112.163612	45.195278
Cercidiphyllum	28.4	15.97	-112.163612	45.195278
Mahonia	28.4	15.97	-112.163612	45.195278
Hydrangea	28.4	15.97	-112.163612	45.195278
Platanus	28.4	15.97	-112.163612	45.195278
Crataegus	28.4	15.97	-112.163612	45.195278
Prunus	28.4	15.97	-112.163612	45.195278
Rosa	28.4	15.97	-112.163612	45.195278
Cercis	28.4	15.97	-112.163612	45.195278
Ailanthus	28.4	15.97	-112.163612	45.195278
Cedrela	28.4	15.97	-112.163612	45.195278
Rhus	28.4	15.97	-112.163612	45.195278
Rhus	28.4	15.97	-112.163612	45.195278
Acer	28.4	15.97	-112.163612	45.195278
Acer	28.4	15.97	-112.163612	45.195278
Dipteronia	28.4	15.97	-112.163612	45.195278
Koelreuteria	28.4	15.97	-112.163612	45.195278
Sapindus	28.4	15.97	-112.163612	45.195278
Ceanothus	28.4	15.97	-112.163612	45.195278
Paliurus	28.4	15.97	-112.163612	45.195278
Alangium	28.4	15.97	-112.163612	45.195278
Cornus	28.4	15.97	-112.163612	45.195278
Cercis	28.4	15.97	-112.163612	45.195278
Quercus	28.4	15.97	-112.163612	45.195278
Ulmus	28.4	15.97	-112.163612	45.195278
Salvinia	15.97	13.82	13.533333	51.450001
Salvinia	15.97	13.82	13.533333	51.450001
Taxodium	15.97	13.82	13.533333	51.450001
Decodon	15.97	13.82	13.533333	51.450001
Diospyros	15.97	13.82	13.533333	51.450001
Taxodium	15.97	13.82	13.533333	51.450001
Acer	15.97	13.82	13.533333	51.450001
Cercidiphyllum	15.97	13.82	13.533333	51.450001
Terminalia	2.588	1.806	36.325001	3.85
Lannea	2.588	1.806	36.325001	3.85
Tabernaemontana	2.588	1.806	36.325001	3.85
Populus	2.588	1.806	36.325001	3.85
Acacia	2.588	1.806	36.325001	3.85
Acacia	2.588	1.806	36.325001	3.85
Acacia	2.588	1.806	36.325001	3.85
Terminalia	2.588	1.806	36.25	3.942
Lannea	2.588	1.806	36.25	3.942
Tabernaemontana	2.588	1.806	36.25	3.942
Populus	2.588	1.806	36.25	3.942
Acacia	2.588	1.806	36.25	3.942
Acacia	2.588	1.806	36.25	3.942
Celtis	2.588	0	30.516701	25.4167
Arundo	2.588	0	30.516701	25.4167
Acalypha	1.806	0	29.823099	1.2314
Celtis	1.806	0	29.823099	1.2314
Equisetum	1.806	0	29.823099	1.2314
Pinus	1.806	0	29.823099	1.2314
Salix	1.806	0	29.823099	1.2314
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Acacia	5.333	0.0117	29.549999	0.133
Salix	5.333	0.0117	29.549999	0.133
Myrica	2.588	0.0117	29.823099	1.2314
Celtis	23.03	2.588	18.116199	-33.970001
Myrica	23.03	2.588	18.15	-32.976002
Quercus	23.03	2.588	18.15	-32.976002
Acalypha	13.82	11.62	35.799999	0.8833
Ziziphus	13.82	11.62	35.799999	0.8833
Celtis	13.82	11.62	35.799999	0.8833
Acacia	7.246	5.333	35.666698	0.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Juniperus	5.333	0.0117	29.616699	0.0333
Diospyros	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Acacia	5.333	0.0117	29.616699	0.0333
Diospyros	23.03	2.588	31	1.5
Trapa	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Acacia	23.03	2.588	31	1.5
Balaenoptera	3.6	2.588	-82.514702	27.336
Koskinonodon	237	228	-105.793999	35.2374
Terminalia	2.588	1.806	36.334	4.059
Lannea	2.588	1.806	36.334	4.059
Tabernaemontana	2.588	1.806	36.334	4.059
Populus	2.588	1.806	36.334	4.059
Acacia	2.588	1.806	36.334	4.059
Acacia	2.588	1.806	36.334	4.059
Rhus	2.588	0.781	35.3069	-2.9583
Acacia	2.588	0.781	35.3069	-2.9583
Juniperus	2.588	0.781	35.3069	-2.9583
Acalypha	13.82	11.62	35.799999	0.8833
Rhus	5.333	0.781	35.345798	-2.994
Acalypha	5.333	0.781	35.345798	-2.994
Juniperus	5.333	0.781	35.345798	-2.994
Acacia	5.333	0.781	35.345798	-2.994
Juniperus	1.806	0.781	35.334702	-2.989
Acacia	1.806	0.781	35.334702	-2.989
Celtis	1.806	0.781	35.334702	-2.989
Juniperus	1.806	0.781	35.334702	-2.989
Acacia	1.806	0.781	35.334702	-2.989
Myrica	1.806	0.781	35.334702	-2.989
Prunus	1.806	0.781	35.334702	-2.989
Rhus	1.806	0.781	35.334702	-2.989
Acacia	1.806	0.781	35.344398	-2.9861
Koskinonodon	228	208.5	-109.358612	34.513889
Koskinonodon	228	208.5	-101.254799	32.175007
Taxodium	13.82	11.62	14.2	51.599998
Sequoia	13.82	11.62	14.2	51.599998
Nyssa	13.82	11.62	14.2	51.599998
Paliurus	13.82	11.62	14.2	51.599998
Glyptostrobus	13.82	11.62	14.2	51.599998
Fagus	13.82	11.62	14.2	51.599998
Nyssa	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Vitis	13.82	11.62	14.2	51.599998
Taxodium	13.82	11.62	14.2	51.599998
Liquidambar	13.82	11.62	14.2	51.599998
Glyptostrobus	13.82	11.62	14.2	51.599998
Potamogeton	13.82	11.62	14.2	51.599998
Populus	13.82	11.62	14.2	51.599998
Carya	13.82	11.62	14.2	51.599998
Carpinus	13.82	11.62	14.2	51.599998
Magnolia	13.82	11.62	14.2	51.599998
Halesia	13.82	11.62	14.2	51.599998
Sequoia	13.82	11.62	14.2	51.599998
Castanopsis	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Taxodium	13.82	11.62	14.2	51.599998
Myrica	13.82	11.62	14.2	51.599998
Fagus	13.82	11.62	14.2	51.599998
Sparganium	13.82	11.62	14.2	51.599998
Decodon	13.82	11.62	14.2	51.599998
Carpinus	13.82	11.62	14.2	51.599998
Carya	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Magnolia	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Sequoia	13.82	11.62	14.2	51.599998
Taxodium	13.82	11.62	14.2	51.599998
Decodon	13.82	11.62	14.2	51.599998
Decodon	13.82	11.62	14.2	51.599998
Alnus	13.82	11.62	14.2	51.599998
Carpinus	13.82	11.62	14.2	51.599998
Carpinus	13.82	11.62	14.2	51.599998
Myrica	13.82	11.62	14.2	51.599998
Ostrya	13.82	11.62	14.2	51.599998
Nyssa	13.82	11.62	14.2	51.599998
Fagus	13.82	11.62	14.2	51.599998
Sequoia	13.82	11.62	14.2	51.599998
Decodon	13.82	11.62	14.2	51.599998
Decodon	13.82	11.62	14.2	51.599998
Paliurus	13.82	11.62	14.2	51.599998
Magnolia	13.82	11.62	14.2	51.599998
Sparganium	13.82	11.62	14.2	51.599998
Carya	13.82	11.62	14.2	51.599998
Rosa	13.82	11.62	14.2	51.599998
Liquidambar	13.82	11.62	14.2	51.599998
Hydrocharis	13.82	11.62	14.2	51.599998
Potamogeton	13.82	11.62	14.2	51.599998
Potamogeton	13.82	11.62	14.2	51.599998
Potamogeton	13.82	11.62	14.2	51.599998
Alisma	13.82	11.62	14.2	51.599998
Crataegus	13.82	11.62	14.2	51.599998
Marsilea	13.82	11.62	14.2	51.599998
Ampelopsis	13.82	11.62	14.2	51.599998
Pterocarya	13.82	11.62	14.2	51.599998
Potamogeton	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	14.2	51.599998
Pinus	13.82	11.62	13.75	51.549999
Sparganium	15.97	13.82	13.75	51.549999
Myrica	15.97	13.82	13.75	51.549999
Cinnamomum	15.97	13.82	13.75	51.549999
Magnolia	15.97	13.82	13.75	51.549999
Betula	15.97	13.82	13.75	51.549999
Myrica	15.97	13.82	13.75	51.549999
Decodon	15.97	13.82	13.75	51.549999
Crataegus	15.97	13.82	13.75	51.549999
Salvinia	15.97	13.82	13.75	51.549999
Parthenocissus	15.97	13.82	13.75	51.549999
Sequoia	15.97	13.82	13.75	51.549999
Salvinia	15.97	13.82	13.75	51.549999
Rhamnus	15.97	13.82	13.75	51.549999
Glyptostrobus	15.97	13.82	13.75	51.549999
Pinus	15.97	13.82	13.75	51.549999
Decodon	15.97	13.82	13.75	51.549999
Cinnamomum	15.97	13.82	13.75	51.549999
Azolla	15.97	13.82	13.75	51.549999
Glyptostrobus	15.97	13.82	13.75	51.549999
Glyptostrobus	13.82	11.62	13.75	51.549999
Alnus	13.82	11.62	13.75	51.549999
Salvinia	13.82	11.62	13.75	51.549999
Halesia	13.82	11.62	13.75	51.549999
Rosa	13.82	11.62	13.75	51.549999
Sequoia	13.82	11.62	13.75	51.549999
Decodon	13.82	11.62	13.75	51.549999
Myrica	13.82	11.62	13.75	51.549999
Pinus	13.82	11.62	13.75	51.549999
Glyptostrobus	13.82	11.62	13.75	51.549999
Myrica	13.82	11.62	13.75	51.549999
Decodon	13.82	11.62	13.75	51.549999
Hydrocharis	13.82	11.62	13.75	51.549999
Betula	13.82	11.62	13.75	51.549999
Populus	13.82	11.62	13.75	51.549999
Rosa	13.82	11.62	13.75	51.549999
Magnolia	15.97	13.82	13.75	51.549999
Meliosma	15.97	13.82	13.75	51.549999
Glyptostrobus	15.97	13.82	13.75	51.549999
Alnus	15.97	13.82	13.75	51.549999
Magnolia	15.97	13.82	13.75	51.549999
Pterocarya	15.97	13.82	13.75	51.549999
Nyssa	15.97	13.82	13.75	51.549999
Nyssa	15.97	13.82	13.75	51.549999
Magnolia	15.97	13.82	13.75	51.549999
Vitis	15.97	13.82	13.75	51.549999
Sparganium	15.97	13.82	13.75	51.549999
Ampelopsis	15.97	13.82	13.75	51.549999
Taxodium	15.97	13.82	13.75	51.549999
Rosa	15.97	13.82	13.75	51.549999
Salvinia	15.97	13.82	13.75	51.549999
Glyptostrobus	15.97	13.82	13.75	51.549999
Rhamnus	15.97	13.82	13.75	51.549999
Decodon	15.97	13.82	13.75	51.549999
Decodon	15.97	13.82	13.75	51.549999
Pinus	15.97	13.82	13.75	51.549999
Crataegus	15.97	13.82	13.75	51.549999
Decodon	15.97	13.82	13.75	51.549999
Parthenocissus	15.97	13.82	13.75	51.549999
Myrica	15.97	13.82	13.75	51.549999
Salvinia	15.97	13.82	13.75	51.549999
Halesia	15.97	13.82	13.75	51.549999
Cinnamomum	15.97	13.82	13.75	51.549999
Populus	11.608	2.588	-100.433334	42
Populus	11.608	2.588	-100.433334	42
Populus	11.608	2.588	-100.433334	42
Carya	11.608	2.588	-100.433334	42
Pterocarya	11.608	2.588	-100.433334	42
Quercus	11.608	2.588	-100.433334	42
Quercus	11.608	2.588	-100.433334	42
Quercus	11.608	2.588	-100.433334	42
Quercus	11.608	2.588	-100.433334	42
Celtis	11.608	2.588	-100.433334	42
Ulmus	11.608	2.588	-100.433334	42
Mahonia	11.608	2.588	-100.433334	42
Cocculus	11.608	2.588	-100.433334	42
Platanus	11.608	2.588	-100.433334	42
Crataegus	11.608	2.588	-100.433334	42
Prunus	11.608	2.588	-100.433334	42
Cladrastis	11.608	2.588	-100.433334	42
Cedrela	11.608	2.588	-100.433334	42
Acer	11.608	2.588	-100.433334	42
Meliosma	11.608	2.588	-100.433334	42
Vitis	11.608	2.588	-100.433334	42
Nyssa	11.608	2.588	-100.433334	42
Fraxinus	11.608	2.588	-100.433334	42
Diospyros	11.608	2.588	-100.433334	42
Quercus	11.608	2.588	-100.433334	42
Ulmus	11.608	2.588	-100.433334	42
Celtis	11.608	2.588	-100.433334	42
Picea	11.608	2.588	-100.433334	42
Pinus	11.608	2.588	-100.433334	42
Sequoia	11.608	2.588	-100.433334	42
Salix	11.608	2.588	-100.433334	42
Carya	11.608	2.588	-100.433334	42
Juglans	11.608	2.588	-100.433334	42
Pterocarya	11.608	2.588	-100.433334	42
Alnus	11.608	2.588	-100.433334	42
Betula	11.608	2.588	-100.433334	42
Liquidambar	11.608	2.588	-100.433334	42
Cedrela	11.608	2.588	-100.433334	42
Acer	11.608	2.588	-100.433334	42
Meliosma	11.608	2.588	-100.433334	42
Tilia	11.608	2.588	-100.433334	42
Ptilophyllum	145	66	-54.5	70.25
Ptilophyllum	145	66	-54.5	70.25
Ptilophyllum	145	66	-54.5	70.25
Ptilophyllum	145	66	-54.5	70.25
Sequoia	13.82	11.62	13.75	51.549999
Pinus	13.82	11.62	13.75	51.549999
Pinus	13.82	11.62	13.75	51.549999
Pinus	13.82	11.62	13.75	51.549999
Taxodium	13.82	11.62	13.75	51.549999
Myrica	13.82	11.62	13.75	51.549999
Azolla	13.82	11.62	13.75	51.549999
Salvinia	13.82	11.62	13.75	51.549999
Liquidambar	13.82	11.62	13.75	51.549999
Platanus	13.82	11.62	13.75	51.549999
Nyssa	13.82	11.62	13.75	51.549999
Magnolia	13.82	11.62	13.75	51.549999
Sparganium	13.82	11.62	13.75	51.549999
Betula	13.82	11.62	13.75	51.549999
Rhamnus	13.82	11.62	13.75	51.549999
Quercus	13.82	11.62	13.75	51.549999
Juniperus	13.82	11.62	13.75	51.549999
Taxodium	13.82	11.62	13.9	51.549999
Sequoia	13.82	11.62	13.9	51.549999
Salvinia	13.82	11.62	13.9	51.549999
Myrica	13.82	11.62	13.9	51.549999
Pinus	13.82	11.62	13.9	51.549999
Pinus	13.82	11.62	13.9	51.549999
Fagus	13.82	11.62	13.9	51.549999
Decodon	13.82	11.62	13.9	51.549999
Vitis	13.82	11.62	13.9	51.549999
Nyssa	13.82	11.62	13.9	51.549999
Liquidambar	13.82	11.62	13.9	51.549999
Glyptostrobus	13.82	11.62	13.9	51.549999
Decodon	13.82	11.62	13.9	51.549999
Populus	13.82	11.62	13.9	51.549999
Alnus	13.82	11.62	13.9	51.549999
Pinus	13.82	11.62	13.9	51.549999
Nyssa	13.82	11.62	13.9	51.549999
Halesia	13.82	11.62	13.9	51.549999
Comptonia	13.82	11.62	13.9	51.549999
Potamogeton	13.82	11.62	13.9	51.549999
Betula	13.82	11.62	13.9	51.549999
Magnolia	13.82	11.62	13.9	51.549999
Cinnamomum	13.82	11.62	13.9	51.549999
Hydrocharis	13.82	11.62	13.9	51.549999
Alnus	13.82	11.62	13.9	51.549999
Taxodium	13.82	11.62	13.9	51.549999
Salvinia	13.82	11.62	13.9	51.549999
Sequoia	13.82	11.62	13.9	51.549999
Fagus	13.82	11.62	13.9	51.549999
Myrica	13.82	11.62	13.9	51.549999
Nyssa	13.82	11.62	13.9	51.549999
Liquidambar	13.82	11.62	13.9	51.549999
Decodon	13.82	11.62	13.9	51.549999
Betula	13.82	11.62	13.9	51.549999
Salvinia	13.82	11.62	13.9	51.549999
Azolla	13.82	11.62	13.9	51.549999
Paliurus	13.82	11.62	13.9	51.549999
Halesia	13.82	11.62	13.9	51.549999
Vitis	13.82	11.62	13.9	51.549999
Decodon	13.82	11.62	13.9	51.549999
Sparganium	13.82	11.62	13.9	51.549999
Ampelopsis	13.82	11.62	13.9	51.549999
Rosa	13.82	11.62	13.9	51.549999
Glyptostrobus	13.82	11.62	13.9	51.549999
Parthenocissus	13.82	11.62	13.9	51.549999
Crataegus	13.82	11.62	13.9	51.549999
Pinus	13.82	11.62	13.9	51.549999
Populus	13.82	11.62	13.9	51.549999
Nyssa	13.82	11.62	13.9	51.549999
